,episode,end_day,epsilon,mean_reward,mean_loss,max_berries,mean_berries,max_berries_consumed,mean_berries_consumed,gini_berries_consumed,mean_berries_thrown,max_health,mean_health,median_health,variance_health,deceased,num_emerged_norms
0,1,27,0.999000499833375,-1.325,0,1.0,0.11320754716981132,3.0,1.0943396226415094,0,0.1320754716981132,1.5,0.5452830188679245,0.5000000000000001,0.16175616835994186,4,
0,2,15,0.9980019986673331,-1.9,0,1.0,0.09523809523809523,1.0,0.30952380952380953,0,0.0,1.1,0.3880952380952382,0.40000000000000013,0.09229384436701508,4,
0,3,9,0.997004495503373,-2.1999999999999997,2.2454356982651786,1.0,0.05555555555555555,0.0,0.0,0,0.0,0.7000000000000001,0.3111111111111112,0.30000000000000016,0.06044444444444444,4,
0,4,21,0.9960079893439915,-1.2999999999999998,3.686387374649043,1.0,0.12962962962962962,2.0,0.5370370370370371,0,0.0,0.7000000000000001,0.3129629629629631,0.3000000000000002,0.05058350803633822,4,
0,5,21,0.9950124791926823,-1.0249999999999997,3.9750820347914337,1.0,0.16666666666666666,2.0,0.5416666666666666,0,0.14583333333333334,1.1,0.3708333333333334,0.35000000000000014,0.08636524822695034,4,
0,6,27,0.9940179640539353,0.39999999999999886,4.456090819729649,1.0,0.2638888888888889,3.0,1.5416666666666667,0,0.5277777777777778,1.2,0.5555555555555556,0.6000000000000001,0.11827856025039118,4,
0,7,20,0.9930244429332351,-1.2999999999999998,4.552640935845179,1.0,0.18867924528301888,2.0,0.8867924528301887,0,0.3584905660377358,1.6,0.5452830188679246,0.5000000000000001,0.17329462989840344,4,
0,8,9,0.9920319148370607,-2.15,4.521962947893514,1.0,0.08333333333333333,0.0,0.0,0,0.0,0.7000000000000001,0.3111111111111112,0.30000000000000016,0.06044444444444444,4,
0,9,9,0.9910403787728836,-1.8499999999999999,4.468622622741288,1.0,0.1111111111111111,0.0,0.0,0,0.0,0.7000000000000001,0.3111111111111112,0.30000000000000016,0.06044444444444444,4,
0,10,21,0.9900498337491681,-0.35000000000000003,4.292252945395606,2.0,0.3333333333333333,2.0,1.0,0,0.4583333333333333,1.2000000000000002,0.4305555555555557,0.40000000000000013,0.09961658841940531,4,
0,11,27,0.9890602787753687,-0.8249999999999998,4.140521582487159,2.0,0.2222222222222222,3.0,1.0,0,0.14814814814814814,1.2,0.4574074074074075,0.45000000000000007,0.10928371767994406,4,
0,12,9,0.9880717128619305,-1.95,4.0355008587358645,1.0,0.19444444444444445,0.0,0.0,0,0.0,0.7000000000000001,0.3111111111111112,0.30000000000000016,0.06044444444444444,4,
0,13,15,0.9870841350202876,-1.9,3.8879842268974434,1.0,0.16666666666666666,1.0,0.21428571428571427,0,0.0,0.7000000000000002,0.3309523809523811,0.3000000000000002,0.05828687572590011,4,
0,14,9,0.9860975442628619,-2.25,3.7716509683567248,1.0,0.1111111111111111,0.0,0.0,0,0.0,0.7000000000000001,0.3111111111111112,0.30000000000000016,0.06044444444444444,4,
0,15,15,0.9851119396030626,-2.075,3.6279792064344782,1.0,0.0625,1.0,0.375,0,0.16666666666666666,0.8000000000000002,0.3458333333333335,0.3500000000000002,0.05870567375886524,4,
0,16,9,0.9841273200552851,-2.3499999999999996,3.515119183414966,1.0,0.1388888888888889,0.0,0.0,0,0.0,0.7000000000000001,0.3111111111111112,0.30000000000000016,0.06044444444444444,4,
0,17,27,0.9831436846349096,-0.10000000000000053,3.299078007302256,2.0,0.32051282051282054,3.0,1.3461538461538463,0,0.44871794871794873,1.2,0.4320512820512822,0.40000000000000024,0.0801282051282051,4,
0,18,15,0.9821610323583008,-1.5,3.1864323691214183,1.0,0.19047619047619047,1.0,0.16666666666666666,0,0.0,0.7000000000000001,0.3023809523809525,0.30000000000000016,0.056335656213704996,4,
0,19,15,0.981179362242806,-1.6999999999999997,3.0573571035895704,2.0,0.16666666666666666,1.0,0.23809523809523808,0,0.0,0.8000000000000002,0.3452380952380954,0.3500000000000002,0.06302555168408826,4,
0,20,15,0.9801986733067553,-2.3249999999999997,2.949053422351052,1.0,0.023809523809523808,1.0,0.30952380952380953,0,0.16666666666666666,1.1,0.3880952380952382,0.40000000000000013,0.09229384436701508,4,
0,21,15,0.9792189645694596,-2.3749999999999996,2.8652921858937748,1.0,0.023809523809523808,1.0,0.30952380952380953,0,0.16666666666666666,1.1,0.3880952380952382,0.40000000000000013,0.09229384436701508,4,
0,22,9,0.97824023505121,-2.15,2.7907819612959823,1.0,0.1388888888888889,0.0,0.0,0,0.0,0.7000000000000001,0.3111111111111112,0.30000000000000016,0.06044444444444444,4,
0,23,9,0.9772624837732771,-1.7999999999999998,2.71855211401968,1.0,0.16666666666666666,0.0,0.0,0,0.0,0.7000000000000001,0.3111111111111112,0.30000000000000016,0.06044444444444444,4,
0,24,15,0.9762857097579093,-2.0749999999999997,2.6418349613197343,1.0,0.19047619047619047,1.0,0.3333333333333333,0,0.19047619047619047,1.2000000000000002,0.4023809523809525,0.40000000000000013,0.10706736353077816,4,
0,25,9,0.9753099120283326,-2.55,2.5789333901820357,0.0,0.0,0.0,0.0,0,0.0,0.7000000000000001,0.3111111111111112,0.30000000000000016,0.06044444444444444,4,
0,26,21,0.9743350896087494,-1.7749999999999997,2.5118257584902786,1.0,0.07407407407407407,2.0,0.6666666666666666,0,0.14814814814814814,1.2,0.39074074074074083,0.4000000000000001,0.08991264849755415,4,
0,27,9,0.9733612415243368,-2.55,2.4555818726550815,0.0,0.0,0.0,0.0,0,0.0,0.7000000000000001,0.3111111111111112,0.30000000000000016,0.06044444444444444,4,
