,episode,end_day,epsilon,mean_reward,mean_loss,max_berries,mean_berries,max_berries_consumed,mean_berries_consumed,gini_berries_consumed,mean_berries_thrown,max_health,mean_health,median_health,variance_health,deceased,num_emerged_norms
0,1,50,0,15.185000000000006,0,1.0,0.22959183673469388,12.0,4.346938775510204,0.11111111111111116,0.28061224489795916,3.199999999999998,0.9081632653061221,0.7000000000000004,0.37654840397697453,0,6
0,2,50,0,11.177500000000002,0,1.0,0.1797752808988764,11.0,4.185393258426966,0.19999999999999996,0.5617977528089888,2.599999999999997,0.9831460674157299,0.8000000000000004,0.3816352440804915,2,13
0,3,50,0,10.9875,0,1.0,0.1871345029239766,10.0,4.046783625730995,0.21296296296296302,0.391812865497076,2.1999999999999975,0.9374269005847947,0.8,0.30976745786033627,2,10
0,4,50,0,14.135000000000003,0,1.0,0.2,10.0,4.305,0.08333333333333326,0.65,2.0999999999999988,0.8329999999999999,0.7000000000000001,0.2565939698492457,0,7
0,5,50,0,13.050000000000002,0,1.0,0.2033898305084746,11.0,3.926553672316384,0.1875,0.1751412429378531,2.6999999999999984,0.7819209039548023,0.7000000000000002,0.25148947098099605,1,10
0,6,50,0,11.0225,0,1.0,0.16981132075471697,11.0,3.8553459119496853,0.32692307692307687,0.2578616352201258,2.3999999999999995,0.6798742138364782,0.6000000000000003,0.20161770559668798,1,6
0,7,50,0,10.300000000000004,0,2.0,0.29411764705882354,12.0,4.1911764705882355,0.43000000000000005,0.0,3.1999999999999975,1.130147058823529,0.9999999999999991,0.5973807189542472,2,6
0,8,50,0,10.425000000000002,0,1.0,0.18831168831168832,11.0,3.9740259740259742,0.28846153846153844,0.08441558441558442,2.3999999999999972,1.0389610389610384,1.0,0.338079959256429,2,8
0,9,50,0,14.232500000000003,0,1.0,0.2358974358974359,12.0,4.410256410256411,0.13571428571428568,1.005128205128205,3.199999999999998,0.9543589743589742,0.7000000000000006,0.46599894263811714,1,6
0,10,50,0,11.585000000000003,0,1.0,0.22807017543859648,9.0,3.695906432748538,0.1964285714285714,0.03508771929824561,1.4000000000000004,0.6461988304093569,0.6000000000000005,0.1037942896456828,1,7
0,11,50,0,11.422500000000003,0,2.0,0.2532467532467532,12.0,4.136363636363637,0.3362068965517241,0.16883116883116883,3.1999999999999993,1.0428571428571427,0.8000000000000003,0.5440336134453775,2,13
0,12,50,0,9.000000000000004,0,2.0,0.25,12.0,3.5661764705882355,0.42391304347826086,0.0,3.099999999999998,0.8080882352941174,0.6000000000000001,0.5142303921568618,2,7
0,13,50,0,11.325000000000003,0,2.0,0.24375,11.0,3.88125,0.2678571428571429,0.0,2.599999999999998,0.9493749999999996,0.7000000000000002,0.48163482704402416,2,10
0,14,50,0,11.275000000000004,0,1.0,0.18238993710691823,12.0,4.383647798742138,0.3392857142857143,0.20125786163522014,2.999999999999997,0.9968553459119497,0.7000000000000005,0.5713191624870616,1,6
0,15,50,0,9.225000000000001,0,1.0,0.20270270270270271,10.0,3.554054054054054,0.3152173913043478,0.0,2.2999999999999976,0.799324324324324,0.7000000000000001,0.28306076484647835,2,11
0,16,50,0,10.125000000000002,0,1.0,0.20422535211267606,11.0,3.9225352112676055,0.37,0.0,2.8999999999999972,1.0084507042253517,0.8,0.48829687343921574,2,11
0,17,50,0,7.075000000000001,0,2.0,0.33587786259541985,10.0,2.7557251908396947,0.2763157894736842,0.0,1.7999999999999985,0.6167938931297708,0.6000000000000001,0.1483311802701113,3,1
0,18,50,0,7.912500000000001,0,1.0,0.2076923076923077,9.0,3.792307692307692,0.4078947368421053,0.06153846153846154,1.799999999999999,0.9307692307692301,0.9,0.20137149672033353,2,7
0,19,50,0,9.075000000000001,0,1.0,0.2375,9.0,3.5,0.2717391304347826,0.0,1.5999999999999996,0.5856250000000003,0.6000000000000001,0.0910499213836477,2,7
0,20,50,0,12.645000000000003,0,2.0,0.23636363636363636,10.0,4.387878787878788,0.2333333333333334,0.2727272727272727,2.0999999999999983,1.0424242424242418,1.0,0.2146526237989649,1,7
0,21,50,0,10.437500000000004,0,1.0,0.2125,12.0,4.2875,0.32407407407407407,0.675,3.099999999999997,1.0581249999999998,0.8999999999999998,0.5117574685534579,2,9
0,22,50,0,11.150000000000002,0,1.0,0.24375,11.0,4.2875,0.3035714285714286,0.175,2.699999999999998,1.0581249999999998,0.9,0.4445876572327036,2,11
0,23,50,0,14.160000000000004,0,1.0,0.2222222222222222,12.0,4.26984126984127,0.1499999999999999,0.5767195767195767,2.999999999999997,0.9259259259259258,0.7000000000000001,0.5237391646966103,1,8
0,24,50,0,11.697500000000002,0,1.0,0.22424242424242424,10.0,4.260606060606061,0.25,0.15151515151515152,2.2999999999999976,0.9660606060606056,0.9999999999999983,0.24457280118255637,1,6
0,25,50,0,12.010000000000003,0,1.0,0.2545454545454545,10.0,3.963636363636364,0.25,0.45454545454545453,1.899999999999999,0.7878787878787878,0.7000000000000005,0.1389985218033996,1,9
0,26,50,0,12.650000000000002,0,1.0,0.22404371584699453,10.0,3.8852459016393444,0.16666666666666674,0.0,2.199999999999998,0.7349726775956285,0.6000000000000006,0.21195700474388948,1,7
0,27,50,0,13.887500000000005,0,1.0,0.20512820512820512,10.0,4.133333333333334,0.0984848484848484,0.27692307692307694,1.9999999999999978,0.7882051282051281,0.7000000000000001,0.25537562780861695,1,9
0,28,50,0,9.137500000000001,0,2.0,0.2360248447204969,9.0,3.4285714285714284,0.2065217391304348,0.2670807453416149,1.8999999999999981,0.7049689440993787,0.6000000000000004,0.17935015527950254,3,10
0,29,50,0,11.625000000000002,0,1.0,0.22093023255813954,11.0,3.7790697674418605,0.21551724137931028,0.0,2.699999999999998,0.8063953488372092,0.6000000000000004,0.3965085679314558,2,10
0,30,50,0,11.700000000000003,0,1.0,0.20224719101123595,11.0,3.99438202247191,0.19999999999999996,0.07865168539325842,2.4999999999999973,0.8685393258426964,0.8,0.29945661143909014,2,14
0,31,50,0,8.425000000000002,0,1.0,0.1774193548387097,11.0,4.266129032258065,0.48809523809523814,0.056451612903225805,2.4999999999999973,1.1717741935483865,1.1999999999999995,0.36155455022292066,2,4
0,32,50,0,14.500000000000005,0,1.0,0.28,10.0,4.02,0.050000000000000044,0.035,1.9999999999999991,0.6620000000000001,0.6000000000000003,0.12638793969849232,0,4
0,33,50,0,9.510000000000002,0,1.0,0.20422535211267606,11.0,4.5,0.39,0.2676056338028169,2.799999999999998,1.2788732394366187,1.2999999999999996,0.576855458995104,2,8
0,34,50,0,14.400000000000004,0,1.0,0.205,10.0,4.225,0.07352941176470584,0.33,1.9999999999999973,0.7849999999999997,0.7000000000000005,0.16761306532663262,0,5
0,35,50,0,12.235000000000003,0,2.0,0.3333333333333333,11.0,4.266666666666667,0.2666666666666667,0.3696969696969697,2.399999999999999,0.9696969696969697,0.8,0.4218810051736876,1,6
0,36,50,0,12.090000000000003,0,1.0,0.20930232558139536,12.0,4.5523255813953485,0.25,0.4127906976744186,2.9999999999999973,1.2284883720930229,1.0,0.6743298653610754,2,11
0,37,50,0,14.490000000000006,0,1.0,0.235,9.0,4.25,0.05303030303030298,0.605,1.7999999999999994,0.7999999999999997,0.7999999999999979,0.13889447236180863,0,7
0,38,50,0,14.150000000000004,0,1.0,0.20512820512820512,12.0,4.641025641025641,0.1499999999999999,0.558974358974359,2.999999999999997,1.0928205128205124,0.8,0.5781956119481878,1,8
0,39,50,0,8.700000000000003,0,1.0,0.18461538461538463,11.0,4.046153846153846,0.43181818181818177,0.0,2.399999999999997,1.0830769230769224,1.0999999999999994,0.3183160405485978,2,7
0,40,50,0,12.725000000000003,0,1.0,0.18579234972677597,9.0,4.19672131147541,0.12096774193548376,0.2786885245901639,1.6999999999999988,0.9218579234972674,0.9999999999999979,0.15710202365940026,1,9
0,41,50,0,12.300000000000004,0,1.0,0.21818181818181817,11.0,4.496969696969697,0.25,0.0,2.499999999999997,1.1078787878787872,1.199999999999997,0.3020716925351061,1,7
0,42,50,0,10.387500000000003,0,1.0,0.19718309859154928,12.0,4.338028169014085,0.3846153846153846,0.14084507042253522,2.999999999999997,1.2577464788732384,1.1999999999999982,0.5823154530016967,2,7
